"MOV Sleepy Hollow (1999)","(u'Irving, Washington', None, None, u' (story "The Legend of Sleepy Hollow")') ","(u'Burton, Tim (I)', None, None, None)" ",,"(u'Depp, Johnny', u'Ichabod Crane', 1, None) ",
"MOV Slums of Beverly Hills (1998)","(u'Jenkins, Tamara', None, None, u' (written by)')" ","(u'Jenkins, Tamara', None, None, None)" ",,"(u'Lyonne, Natasha', u'Vivian', 1, None) ",
"MOV Small Soldiers (1998)","(u'Elliott, Ted (I)', None, None, u' (written by)') ","(u'Dante, Joe (I)', None, None, None)" ",,"(u'Cross, David (II)', u'Irwin Wayfair', 1, None) ",
"MOV Small Time Crooks (2000)","(u'Allen, Woody', None, None, u' (written by)')" ","(u'Allen, Woody', None, None, None)" ",,"(u'Allen, Woody', u'Ray', 1, None) ",
"MOV Smilla's Sense of Snow (1997)","(u'Biderman, Ann', None, None, u' (screenplay)') ","(u'August, Bille', None, None, None)" ",,"(u'Fletcher, Ona', u'Inuit Hunter', 1, None) ",
"MOV Smoke (1995)","(u'Auster, Paul', None, None, u' (written by)')" ","(u'Auster, Paul', None, None, u' (uncredited)') ",,"(u'Esposito, Giancarlo (I)', u'OTB Man #1, Tommy', 1, None) ",
"MOV Smoke Signals (1998)","(u'Alexie, Sherman', None, None, u' (book "The Lone Ranger and Tonto Fistfight in Heaven")') ","(u'Eyre, Chris', None, None, None)" ",,"(u'Beach, Adam', u'Victor Joseph', 1, None) ",
"MOV Snake Eyes (1998)","(u'De Palma, Brian', None, None, u' (story)') ","(u'De Palma, Brian', None, None, None)" ",,"(u'Cage, Nicolas', u'Rick Santoro', 1, None) ",
"MOV Snatch. (2000)","(u'Ritchie, Guy', None, None, u' (written by)')" ","(u'Ritchie, Guy', None, None, None)" ",,"(u'Del Toro, Benicio', u'Franky Four Fingers', 1, None) ",
"MOV Snow Day (2000)","(u'McRobb, Will', None, None, u' (written by)') ","(u'Koch, Chris (I)', None, None, None)" ",,"(u'Elliott, Chris (I)', u'Roger the Snowplowman', 1, None) ",
"MOV Snow Dogs (2002)","(u'Gibson, Mark (III)', None, None, u' (screenplay)') ","(u'Levant, Brian', None, None, None)" ",,"(u'Gooding Jr., Cuba', u'Ted Brooks', 1, None) ",
"MOV Snow Falling on Cedars (1999)","(u'Bass, Ronald', None, None, u' (screenplay)') ","(u'Hicks, Scott (I)', None, None, None)" ",,"(u'Hawke, Ethan', u'Ishmael Chambers', 1, None) ",
"MOV Snow White and the Seven Dwarfs (1937)","(u'Blank, Dorothy Ann', None, None, u' (story adaptation)') ","(u'Cottrell, William (I)', None, None, u' (sequence director)') ",,"(u'Atwell, Roy', None, None, u' (voice)') ",
"MOV Solaris (2002)","(u'Lem, Stanislaw', None, None, u' (novel)') ","(u'Soderbergh, Steven', None, None, None)" ",,"(u'Clooney, George', u'Chris Kelvin', 1, None) ",
"MOV Soldier (1998)","" ","" ",,"" ",
"MOV Some Like It Hot (1959)","(u'Diamond, I.A.L.', None, None, u' (screenplay)') ","(u'Wilder, Billy', None, None, None)" ",,"(u'Monroe, Marilyn', u'Sugar Kane Kowalczyk', 1, None) ",
"MOV Someone Like You... (2001)","(u'Chandler, Elizabeth (I)', None, None, u' (screenplay)') ","(u'Goldwyn, Tony', None, None, None)" ",,"(u'Judd, Ashley', u'Jane Goodale', 1, None) ",
"MOV Something Wicked This Way Comes (1983)","(u'Bradbury, Ray', None, None, u' (novel)') ","(u'Clayton, Jack (I)', None, None, None)" ",,"(u'Robards, Jason', u'Charles Halloway', 1, None) ",
"MOV Sometimes They Come Back... Again (1996)","" ","" ",,"" ",
"MOV Somewhere in Time (1980)","(u'Matheson, Richard (I)', None, None, u' (novel "Bid Time Return")') ","(u'Szwarc, Jeannot', None, None, None)" ",,"(u'Reeve, Christopher', u'Richard Collier', 1, None) ",
"MOV Son of the Mask (2005)","(u'Khazei, Lance', None, None, u' (written by)')" ","(u'Guterman, Lawrence', None, None, None)" ",,"(u'Kennedy, Jamie (I)', u'Tim Avery', 1, None) ",
"MOV The Song of Bernadette (1943)","(u'Seaton, George (I)', None, None, u' (screenplay)') ","(u'King, Henry (I)', None, None, None)" ",,"(u'Jones, Jennifer (I)', u'Bernadette', 1, None) ",
"MOV Songcatcher (2000)","(u'Greenwald, Maggie', None, None, u' (written by)')" ","(u'Greenwald, Maggie', None, None, None)" ",,"(u'McTeer, Janet', u'Professor Lily Penleric, PhD', 1, None) ",
"MOV Sorcerer (1977)","(u'Arnaud, Georges (II)', None, None, u' (novel "The Wages of Fear")') ","(u'Friedkin, William', None, None, None)" ",,"(u'Scheider, Roy', u"Jackie Scanlon - 'Juan Dominguez'", 1, None) ",
"MOV Sorority Boys (2002)","(u'Coolidge, Greg', None, None, u' (written by)') ","(u'Wolodarsky, Wallace', None, None, None)" ",,"(u'Watson, Barry (I)', u'Dave/Daisy', 1, None) ",
"MOV Soul Food (1997)","(u'Tillman Jr., George (I)', None, None, u' (written by)')" ","(u'Tillman Jr., George (I)', None, None, None)" ",,"(u'Williams, Vanessa (V)', u'Teri', 1, u' (as Vanessa L. Williams)') ",
"MOV Soul Plane (2004)","(u'Wilson, Chuck (III)', None, None, u' (written by)') ","(u'Terrero, Jessy', None, None, None)" ",,"(u'Arnold, Tom (I)', u'Mr. Hunkee', 1, None) ",
"MOV Soul Survivors (2001)","(u'Carpenter, Stephen (I)', None, None, u' (written by)')" ","(u'Carpenter, Stephen (I)', None, None, u' (as Steve Carpenter)')" ",,"(u'Sagemiller, Melissa', u'Cassie', 1, None) ",
"MOV The Sound of Music (1965)","(u'Crouse, Russel', None, None, u' (from the stage musical book by)') ","(u'Wise, Robert (I)', None, None, None)" ",,"(u'Andrews, Julie (I)', u'Maria', 1, None) ",
"MOV South Pacific (1958)","(u'Hammerstein II, Oscar', None, None, u' (adapted from the play "South Pacific")') ","(u'Logan, Joshua (I)', None, None, None)" ",,"(u'Brazzi, Rossano', u'Emile De Becque', 1, None) ",
"MOV South Park: Bigger Longer & Uncut (1999)","(u'Brady, Pam', None, None, u' (written by)') ","(u'Parker, Trey (I)', None, None, None)" ",,"(u'Parker, Trey (I)', u'Stan Marsh/Eric Cartman/Satan/Mr. Herbert Garrison/Phillip Niles Argyle/Randy Marsh/Tom - News Reporter/Midget In A Bikini/Canadian Ambassador/Bombardiers/Mr. Mackey/Army General/Ned Gerblanski/Additional Voices', 1, u' (voice)') ",
"MOV Space Cowboys (2000)","(u'Kaufman, Ken (I)', None, None, u' (written by)') ","(u'Eastwood, Clint', None, None, None)" ",,"(u'Eastwood, Clint', u'Frank Corvin', 1, None) ",
"MOV Space Jam (1996)","(u'Benvenuti, Leo', None, None, u' (written by)') ","(u'Pytka, Joe', None, None, None)" ",,"(u'Jordan, Michael (I)', u'Michael Jordan', 1, None) ",
"MOV Space Truckers (1996)","(u'Gordon, Stuart (I)', None, None, u' (story)') ","(u'Gordon, Stuart (I)', None, None, None)" ",,"(u'Loane, Tim', u'Trooper Officer', 1, None) ",
"MOV Spaceballs (1987)","(u'Brooks, Mel (I)', None, None, u' (written by)') ","(u'Brooks, Mel (I)', None, None, None)" ",,"(u'Brooks, Mel (I)', u'President Skroob/Yogurt', 1, None) ",
"MOV Spacehunter: Adventures in the Forbidden Zone (1983)","(u'Blum, Len', None, None, u' (screenplay)') ","(u'Johnson, Lamont (I)', None, None, None)" ",,"(u'Strauss, Peter (I)', u'Wolff', 1, None) ",
"MOV Spanglish (2004)","(u'Brooks, James L.', None, None, u' (written by)')" ","(u'Brooks, James L.', None, None, None)" ",,"(u'Sandler, Adam (I)', u'John Clasky', 1, None) ",
"MOV Spanking the Monkey (1994)","(u'Russell, David O.', None, None, u' (written by)')" ","(u'Russell, David O.', None, None, None)" ",,"(u'Davies, Jeremy (I)', u'Ray Aibelli', 1, None) ",
"MOV Spartacus (1960)","(u'Fast, Howard', None, None, u' (based on the novel by)') ","(u'Kubrick, Stanley', None, None, None)" ",,"(u'Douglas, Kirk (I)', u'Spartacus', 1, None) ",
"MOV Spawn (1997)","" ","" ",,"" ",
"MOV The Specialist (1994)","(u'Seros, Alexandra', None, None, u' (written by)') ","(u'Llosa, Luis', None, None, None)" ",,"(u'Stallone, Sylvester', u'Ray Quick', 1, None) ",
"MOV Species (1995)","(u'Feldman, Dennis', None, None, u' (written by)')" ","(u'Donaldson, Roger', None, None, None)" ",,"(u'Kingsley, Ben', u'Xavier Fitch', 1, None) ",
"MOV Speed (1994)","(u'Yost, Graham', None, None, u' (written by)')" ","(u'de Bont, Jan', None, None, None)" ",,"(u'Reeves, Keanu', u'Jack Traven', 1, None) ",
"MOV Speed 2: Cruise Control (1997)","(u'de Bont, Jan', None, None, u' (story)') ","(u'de Bont, Jan', None, None, None)" ",,"(u'Bullock, Sandra', u'Annie', 1, None) ",
"MOV Spellbound (1945)","(u'Beeding, Frances', None, None, u' (suggested by novel: "The House of Dr. Edwardes")') ","(u'Hitchcock, Alfred (I)', None, None, None)" ",,"(u'Bergman, Ingrid (I)', u'Dr. Constance Petersen', 1, None) ",
"MOV Sphere (1998)","(u'Attanasio, Paul', None, None, u' (screenplay)') ","(u'Levinson, Barry (I)', None, None, None)" ",,"(u'Hoffman, Dustin', u'Dr. Norman Goodman', 1, None) ",
"MOV Spice World (1997)","(u'Curtis, Jamie (I)', None, None, u' (additional writing)') ","(u'Spiers, Bob (I)', None, None, None)" ",,"(u'Brown, Melanie (I)', u'Scary Spice', 1, None) ",
"MOV Spider (2002)","(u'McGrath, Patrick (II)', None, None, u' (novel)') ","(u'Cronenberg, David', None, None, None)" ",,"(u'Fiennes, Ralph', u'Spider', 1, None) ",
"MOV Spider-Man (2002)","(u'Ditko, Steve', None, None, u' (Marvel comic book)') ","(u'Raimi, Sam', None, None, None)" ",,"(u'Maguire, Tobey', u'Spider-Man/Peter Parker', 1, None) ",
"MOV Spider-Man 2 (2004)","(u'Chabon, Michael', None, None, u' (screen story)') ","(u'Raimi, Sam', None, None, None)" ",,"(u'Maguire, Tobey', u'Spider-Man/Peter Parker', 1, None) ",
"MOV Spies Like Us (1985)","(u'Aykroyd, Dan', None, None, u' (screenplay)') ","(u'Landis, John (I)', None, None, None)" ",,"(u'Chase, Chevy', u'Emmett Fitz-Hume', 1, None) ",
"MOV The Spirit of St. Louis (1957)","(u'Lederer, Charles', None, None, u' (adaptation)') ","(u'Wilder, Billy', None, None, None)" ",,"(u'Stewart, James (I)', u"Charles Augustus 'Slim' Lindbergh", 1, None) ",
"MOV Spirit: Stallion of the Cimarron (2002)","(u'Fusco, John (I)', None, None, u' (screenplay)') ","(u'Asbury, Kelly', None, None, None) ",,"(u'Damon, Matt', u'Spirit', 1, u' (voice)') ",
"MOV The Spitfire Grill (1996)","(u'Zlotoff, Lee David', None, None, u' (written by)')" ","(u'Zlotoff, Lee David', None, None, None)" ",,"(u'Elliott, Alison (I)', u'Percy Talbott', 1, None) ",
"MOV Splash (1984)","(u'Friedman, Bruce Jay', None, None, u' (screen story)') ","(u'Howard, Ron (I)', None, None, None)" ",,"(u'Hanks, Tom', u'Allen Bauer', 1, None) ",
"MOV Split Second (1992)","(u'Thompson, Gary Scott', None, None, u' (written by)')" ","(u'Maylam, Tony', None, None, None)" ",,"(u'Hauer, Rutger', u'Harley Stone', 1, None) ",
"MOV The SpongeBob SquarePants Movie (2004)","(u'Drymon, Derek', None, None, u' (written by)') ","(u'Hillenburg, Stephen', None, None, None) ",,"(u'Kenny, Tom (I)', u'SpongeBob/Narrator/Gary/Clay/Tough Fish #2/Twin #2/Houston Voice', 1, u' (voice)') ",
"MOV Spun (2002)","" ","" ",,"" ",
"MOV Spy Game (2001)","(u'Arata, David (I)', None, None, u' (screenplay)') ","(u'Scott, Tony (I)', None, None, None)" ",,"(u'Redford, Robert (I)', u'Nathan D. Muir', 1, None) ",
"MOV Spy Hard (1996)","(u'Chudnow, Dick', None, None, u' (screenplay)') ","(u'Friedberg, Rick', None, None, None)" ",,"(u'Nielsen, Leslie', u'Dick Steele, Agent WD-40', 1, None) ",
"MOV Spy Kids (2001)","(u'Rodriguez, Robert (I)', None, None, u' (written by)')" ","(u'Rodriguez, Robert (I)', None, None, None)" ",,"(u'Banderas, Antonio', u'Gregorio Cortez', 1, None) ",
"MOV Spy Kids 2: Island of Lost Dreams (2002)","(u'Rodriguez, Robert (I)', None, None, u' (written by)')" ","(u'Rodriguez, Robert (I)', None, None, None)" ",,"(u'Banderas, Antonio', u'Gregorio Cortez', 1, None) ",
"MOV Spy Kids 3-D: Game Over (2003)","(u'Rodriguez, Robert (I)', None, None, u' (script)')" ","(u'Rodriguez, Robert (I)', None, None, None)" ",,"(u'Banderas, Antonio', u'Gregorio Cortez', 1, None) ",
"MOV The Spy Who Loved Me (1977)","(u'Fleming, Ian (I)', None, None, u' (characters)') ","(u'Gilbert, Lewis (II)', None, None, None)" ",,"(u'Moore, Roger (I)', u'James Bond', 1, None) ",
"MOV Stage Door (1937)","(u'Ferber, Edna', None, None, u' (from the play by)') ","(u'La Cava, Gregory', None, None, u' (as Gregory LaCava)')" ",,"(u'Hepburn, Katharine', u'Terry Randall', 1, None) ",
"MOV Stagecoach (1939)","(u'Haycox, Ernest', None, None, u' (original story)') ","(u'Ford, John (I)', None, None, None)" ",,"(u'Trevor, Claire', u'Dallas', 1, None) ",
"MOV Stalag 17 (1953)","(u'Bevan, Donald', None, None, u' (based on the play by)') ","(u'Wilder, Billy', None, None, None)" ",,"(u'Holden, William (I)', u'Sgt. J.J. Sefton', 1, None) ",
"MOV Stand by Me (1986)","(u'Evans, Bruce A.', None, None, u' (screenplay)') ","(u'Reiner, Rob', None, None, None)" ",,"(u'Wheaton, Wil', u'Gordie Lachance', 1, None) ",
"MOV A Star Is Born (1937)","(u'Campbell, Alan (I)', None, None, u' (screen play)') ","(u'Conway, Jack (I)', None, None, u' (uncredited)') ",,"(u'Gaynor, Janet (I)', u'Esther Victoria Blodgett - aka Vicki Lester', 1, None) ",
"MOV A Star Is Born (1954)","(u'Campbell, Alan (I)', None, None, u' (1937 screenplay)') ","(u'Cukor, George', None, None, None)" ",,"(u'Garland, Judy', u'Vicki Lester/Esther Blodgett', 1, None) ",
"MOV A Star Is Born (1976)","(u'Axelrod, Jonathan (I)', None, None, u' (uncredited)') ","(u'Pierson, Frank (I)', None, None, None)" ",,"(u'Streisand, Barbra (I)', u'Esther Hoffman', 1, None) ",
"MOV Star Trek III: The Search for Spock (1984)","(u'Bennett, Harve', None, None, u' (written by)') ","(u'Nimoy, Leonard', None, None, None)" ",,"(u'Shatner, William', u'Kirk', 1, None) ",
"MOV Star Trek IV: The Voyage Home (1986)","(u'Bennett, Harve', None, None, u' (screenplay)') ","(u'Nimoy, Leonard', None, None, None)" ",,"(u'Shatner, William', u'Kirk', 1, None) ",
"MOV Star Trek V: The Final Frontier (1989)","(u'Bennett, Harve', None, None, u' (story)') ","(u'Shatner, William', None, None, None)" ",,"(u'Shatner, William', u'Kirk', 1, None) ",
"MOV Star Trek VI: The Undiscovered Country (1991)","(u'Flinn, Denny Martin', None, None, u' (screenplay)') ","(u'Meyer, Nicholas (I)', None, None, None)" ",,"(u'Shatner, William', u'Kirk', 1, None) ",
"MOV Star Trek: First Contact (1996)","(u'Berman, Rick (I)', None, None, u' (story)') ","(u'Frakes, Jonathan', None, None, None)" ",,"(u'Stewart, Patrick (I)', u'Picard', 1, None) ",
"MOV Star Trek: Generations (1994)","(u'Berman, Rick (I)', None, None, u' (story)') ","(u'Carson, David (I)', None, None, None)" ",,"(u'Stewart, Patrick (I)', u'Picard', 1, None) ",
"MOV Star Trek: Insurrection (1998)","(u'Berman, Rick (I)', None, None, u' (story)') ","(u'Frakes, Jonathan', None, None, None)" ",,"(u'Stewart, Patrick (I)', u'Picard', 1, None) ",
"MOV Star Trek: Nemesis (2002)","(u'Berman, Rick (I)', None, None, u' (story)') ","(u'Baird, Stuart', None, None, None)" ",,"(u'Stewart, Patrick (I)', u'Jean-Luc Picard', 1, None) ",
"MOV Star Trek: The Motion Picture (1979)","(u'Foster, Alan Dean', None, None, u' (story)') ","(u'Wise, Robert (I)', None, None, None)" ",,"(u'Shatner, William', u'Captain Kirk', 1, None) ",
"MOV Star Trek: The Wrath of Khan (1982)","(u'Bennett, Harve', None, None, u' (story)') ","(u'Meyer, Nicholas (I)', None, None, None)" ",,"(u'Shatner, William', u'Kirk', 1, None) ",
"MOV Star Wars (1977)","(u'Lucas, George (I)', None, None, u' (written by)')" ","(u'Lucas, George (I)', None, None, None)" ",,"(u'Hamill, Mark (I)', u'Luke Skywalker', 1, None) ",
"MOV Star Wars: Episode I - The Phantom Menace (1999)","(u'Lucas, George (I)', None, None, u' (written by)')" ","(u'Lucas, George (I)', None, None, None)" ",,"(u'Neeson, Liam', u'Qui-Gon Jinn', 1, None) ",
"MOV Star Wars: Episode II - Attack of the Clones (2002)","(u'Hales, Jonathan (I)', None, None, u' (screenplay)') ","(u'Lucas, George (I)', None, None, None)" ",,"(u'McGregor, Ewan', u'Obi-Wan Kenobi', 1, None) ",
"MOV Star Wars: Episode V - The Empire Strikes Back (1980)","(u'Brackett, Leigh', None, None, u' (screenplay)') ","(u'Kershner, Irvin', None, None, None)" ",,"(u'Hamill, Mark (I)', u'Luke Skywalker', 1, None) ",
"MOV Star Wars: Episode VI - Return of the Jedi (1983)","(u'Kasdan, Lawrence', None, None, u' (screenplay)') ","(u'Marquand, Richard', None, None, None)" ",,"(u'Hamill, Mark (I)', u'Luke Skywalker', 1, None) ",
"MOV Stardust Memories (1980)","(u'Allen, Woody', None, None, u' (written by)')" ","(u'Allen, Woody', None, None, None)" ",,"(u'Allen, Woody', u'Sandy Bates', 1, None) ",
"MOV Stargate (1994)","(u'Devlin, Dean', None, None, u' (written by)') ","(u'Emmerich, Roland', None, None, None)" ",,"(u'Russell, Kurt (I)', u"Col. Jonathan 'Jack' O'Neil", 1, None) ",
"MOV Starman (1984)","(u'Evans, Bruce A.', None, None, u' (written by)') ","(u'Carpenter, John (I)', None, None, None)" ",,"(u'Bridges, Jeff (I)', u'Starman', 1, None) ",
"MOV Starship Troopers (1997)","(u'Heinlein, Robert A.', None, None, u' (book)') ","(u'Verhoeven, Paul (I)', None, None, None)" ",,"(u'Van Dien, Casper', u'Johnny Rico', 1, None) ",
"MOV Starsky & Hutch (2004)","(u'Armstrong, Scot (I)', None, None, u' (screenplay)') ","(u'Phillips, Todd (I)', None, None, None)" ",,"(u'Stiller, Ben', u'David Starsky', 1, None) ",
"MOV The Statement (2003)","(u'Harwood, Ronald', None, None, u' (screenplay)') ","(u'Jewison, Norman', None, None, None)" ",,"(u'Caine, Michael (I)', u'Pierre Brossard', 1, None) ",
"MOV The Station Agent (2003)","(u'McCarthy, Tom (XXII)', None, None, u' (written by)')" ","(u'McCarthy, Tom (XXII)', None, None, u' (as Tom Mccarthy)')" ",,"(u'Dinklage, Peter', u'Finbar McBride', 1, None) ",
"MOV Stealing Harvard (2002)","(u'Hynes, Martin', None, None, u' (story)') ","(u'McCulloch, Bruce', None, None, None)" ",,"(u'Lee, Jason (I)', u'John Plummer', 1, None) ",
"MOV Steel (1997)","(u'Bogdanove, Jon', None, None, u' (comic book series)') ","(u'Johnson, Kenneth (I)', None, None, None)" ",,"(u"O'Neal, Shaquille", u'John Henry Irons/Steel', 1, None) ",
"MOV The Stepford Wives (2004)","(u'Levin, Ira', None, None, u' (book)') ","(u'Oz, Frank', None, None, None)" ",,"(u'Kidman, Nicole', u'Joanna Eberhart', 1, None) ",
"MOV Stepmom (1998)","(u'Bass, Ronald', None, None, u' (screenplay)') ","(u'Columbus, Chris', None, None, None)" ",,"(u'Roberts, Julia (I)', u'Isabel Kelly', 1, None) ",
"MOV Stigmata (1999)","(u'Lazarus, Tom (I)', None, None, u' (screenplay)') ","(u'Wainwright, Rupert', None, None, None)" ",,"(u'Arquette, Patricia', u'Frankie Paige', 1, None) ",
"MOV The Sting (1973)","(u'Ward, David S.', None, None, u' (written by)')" ","(u'Hill, George Roy', None, None, None)" ",,"(u'Newman, Paul (I)', u'Henry Gondorff', 1, None) ",
"MOV Stir of Echoes (1999)","(u'Koepp, David', None, None, u' (screenplay)') ","(u'Koepp, David', None, None, None)" ",,"(u'Cope, Zachary David', u'Jake Witzky', 1, None) ",
"MOV Stolen Summer (2002)","(u'Jones, Pete (I)', None, None, u' (written by)')" ","(u'Jones, Pete (I)', None, None, None)" ",,"(u'Quinn, Aidan (I)', u"Joe O'Malley", 1, None) ",
"MOV The Story of Us (1999)","(u'Nelson, Jessie (I)', None, None, u' (written by)') ","(u'Reiner, Rob', None, None, None)" ",,"(u'Willis, Bruce', u'Ben Jordan', 1, None) ",
"MOV The Straight Story (1999)","(u'Roach, John (II)', None, None, u' (written by)') ","(u'Lynch, David (I)', None, None, None)" ",,"(u'Spacek, Sissy', u'Rose', 1, None) ",
"MOV Strange Days (1995)","(u'Cameron, James (I)', None, None, u' (screenplay)') ","(u'Bigelow, Kathryn', None, None, None)" ",,"(u'Fiennes, Ralph', u'Lenny Nero', 1, None) ",
"MOV Strangeland (1998)","(u'Snider, Dee (I)', None, None, None)" ","(u'Pieplow, John', None, None, None)" ",,"(u'Gage, Kevin', u'Mike Gage', 1, None) ",
"MOV Stranger Than Paradise (1983)","" ","(u'Jarmusch, Jim', None, None, None)" ",,"" ",
"MOV Strangers on a Train (1951)","(u'Chandler, Raymond', None, None, u' (screen play)') ","(u'Hitchcock, Alfred (I)', None, None, None)" ",,"(u'Granger, Farley', u'Guy Haines', 1, None) ",
"MOV Straw Dogs (1971)","(u'Goodman, David Zelag', None, None, u' (screenplay)') ","(u'Peckinpah, Sam', None, None, None)" ",,"(u'Hoffman, Dustin', u'David Sumner', 1, None) ",
"MOV A Streetcar Named Desire (1951)","(u'Saul, Oscar', None, None, u' (adaptation by)') ","(u'Kazan, Elia', None, None, None)" ",,"(u'Leigh, Vivien', u'Blanche', 1, None) ",
"MOV Streets of Fire (1984)","(u'Gross, Larry (I)', None, None, u' (written by)') ","(u'Hill, Walter (I)', None, None, None)" ",,"(u'Murray, Bill (I)', u'John', 1, None) ",
"MOV Stripes (1981)","(u'Blum, Len', None, None, u' (written by)') ","(u'Reitman, Ivan', None, None, None)" ",,"(u'Murray, Bill (I)', u'John', 1, None) ",
"MOV Striptease (1996)","(u'Bergman, Andrew (I)', None, None, u' (screenplay)') ","(u'Bergman, Andrew (I)', None, None, None)" ",,"(u'Moore, Demi', u'Erin Grant', 1, None) ",
"MOV Stuart Little (1999)","(u'Brooker, Greg', None, None, u' (screenplay)') ","(u'Minkoff, Rob', None, None, None)" ",,"(u'Fox, Michael J. (I)', u'Stuart Little', 1, u' (voice)') ",
"MOV Stuart Little 2 (2002)","(u'Rubin, Bruce Joel', None, None, u' (screenplay)') ","(u'Minkoff, Rob', None, None, None)" ",,"(u'Fox, Michael J. (I)', u'Stuart Little', 1, u' (voice)') ",
"MOV The Stuff (1985)","(u'Cohen, Larry (I)', None, None, u' (written by)')" ","(u'Cohen, Larry (I)', None, None, None)" ",,"(u'Moriarty, Michael (I)', u"David 'Mo' Rutherford", 1, None) ",
"MOV The Stupids (1996)","(u'Allard, Harry', None, None, u' (characters)') ","(u'Landis, John (I)', None, None, None)" ",,"(u'Arnold, Tom (I)', u'Stanley Stupid', 1, None) ",
"MOV Suddenly, Last Summer (1959)","(u'Vidal, Gore', None, None, u' (screenplay)') ","(u'Mankiewicz, Joseph L.', None, None, None)" ",,"(u'Taylor, Elizabeth (I)', u'Catherine Holly', 1, None) ",
"MOV Sugar & Spice (2001)","(u'Nelson, Mandy (I)', None, None, u' (written by)')" ","(u'McDougall, Francine', None, None, None)" ",,"(u'Sokoloff, Marla', u'Lisa Janusch', 1, None) ",
"MOV The Sugarland Express (1974)","(u'Barwood, Hal', None, None, u' (screenplay)') ","(u'Spielberg, Steven', None, None, None)" ",,"(u'Hawn, Goldie', u'Lou Jean Sparrow Poplin', 1, None) ",
"MOV Suicide Kings (1997)","(u'Goldman, Gina (I)', None, None, u' (screenplay)') ","(u"O'Fallon, Peter", None, None, None)" ",,"(u'Watson, Mark (II)', u'Doorman', 1, None) ",
"MOV Sullivan's Travels (1941)","(u'Sturges, Preston', None, None, u' (written by)')" ","(u'Sturges, Preston', None, None, None)" ",,"(u'McCrea, Joel', u'John L. Sullivan', 1, None) ",
"MOV The Sum of All Fears (2002)","(u'Attanasio, Paul', None, None, u' (screenplay)') ","(u'Robinson, Phil Alden (I)', None, None, None)" ",,"(u'Mongrain, Ian', u'Syrian Radar Operator', 1, None) ",
"MOV Summer Catch (2001)","(u'Falls, Kevin', None, None, u' (screenplay)') ","(u'Tollin, Michael', None, None, u' (as Mike Tollin)')" ",,"(u'Prinze Jr., Freddie', u'Ryan Dunne', 1, None) ",
"MOV Summer of Sam (1999)","(u'Colicchio, Victor', None, None, u' (screenplay)') ","(u'Lee, Spike', None, None, None)" ",,"(u'Leguizamo, John', u'Vinny', 1, None) ",
"MOV Sunset Blvd. (1950)","(u'Brackett, Charles', None, None, u' (written by)') ","(u'Wilder, Billy', None, None, None)" ",,"(u'Holden, William (I)', u'Joe Gillis', 1, None) ",
"MOV Sunshine State (2002)","(u'Sayles, John (I)', None, None, u' (written by)')" ","(u'Sayles, John (I)', None, None, None)" ",,"(u'Lewis, Alex (I)', u'Terrell', 1, None) ",
"MOV Super Mario Bros. (1993)","(u'Bennett, Parker (I)', None, None, u' (written by)') ","(u'Jankel, Annabel', None, None, None) ",,"(u'Hoskins, Bob (I)', u'Mario Mario', 1, None) ",
"MOV Super Size Me (2004)","(u'Spurlock, Morgan', None, None, u' (written by)')" ","(u'Spurlock, Morgan', None, None, None)" ",,"(u'Walker, Chemeeka', u'Herself - Kid of Camp Mt. Laurel', 1, None) ",
"MOV Super Troopers (2001)","" ","" ",,"" ",
"MOV Supergirl (1984)","(u'Binder, Otto', None, None, u' (character: Supergirl)') ","(u'Szwarc, Jeannot', None, None, None)" ",,"(u'Dunaway, Faye', u'Selena', 1, None) ",
"MOV Superman (1978)","(u'Benton, Robert (I)', None, None, u' (screenplay)') ","(u'Donner, Richard', None, None, None)" ",,"(u'Brando, Marlon', u'Jor-El', 1, None) ",
"MOV Superman II (1980)","(u'Mankiewicz, Tom', None, None, u' (uncredited)') ","(u'Donner, Richard', None, None, u' (uncredited)') ",,"(u'Hackman, Gene', u'Lex Luthor', 1, None) ",
"MOV Superstar (1999)","(u'Koren, Steve', None, None, u' (written by)') ","(u'McCulloch, Bruce', None, None, None)" ",,"(u'Shannon, Molly (I)', u'Mary Katherine Gallagher', 1, None) ",
"MOV Surviving Picasso (1996)","(u'Huffington, Arianna', None, None, u' (book "Picasso: Creator and Destroyer")') ","(u'Ivory, James', None, None, None)" ",,"(u'Hopkins, Anthony (I)', u'Pablo Picasso', 1, None) ",
"MOV Suspect Zero (2004)","(u'Penn, Zak', None, None, u' (screenplay)') ","(u'Merhige, E. Elias', None, None, None)" ",,"(u'Eckhart, Aaron', u'Thomas Mackelway', 1, None) ",
"MOV Swamp Thing (1982)","(u'Craven, Wes', None, None, None) ","(u'Craven, Wes', None, None, None)" ",,"(u'Jourdan, Louis', u'Arcane', 1, None) ",
"MOV The Swarm (1978)","(u'Herzog III, Arthur', None, None, u' (novel)') ","(u'Allen, Irwin (I)', None, None, None)" ",,"(u'Caine, Michael (I)', u'Brad Crane', 1, None) ",
"MOV Sweet Charity (1969)","(u'Fellini, Federico', None, None, u' (based upon the screenplay by: "Nights of Cabiria")') ","(u'Fosse, Bob', None, None, None)" ",,"(u'MacLaine, Shirley', u'Charity', 1, None) ",
